  0.00000000E+00 -0.23977854E+02
  0.17116077E-01 -0.23977041E+02
  0.34232154E-01 -0.23974599E+02
  0.51348231E-01 -0.23970530E+02
  0.68464308E-01 -0.23964833E+02
  0.85580385E-01 -0.23957510E+02
  0.10269646E+00 -0.23948562E+02
  0.11981254E+00 -0.23937988E+02
  0.13692862E+00 -0.23925792E+02
  0.15404469E+00 -0.23911974E+02
  0.17116077E+00 -0.23896537E+02
  0.18827685E+00 -0.23879483E+02
  0.20539292E+00 -0.23860817E+02
  0.22250900E+00 -0.23840540E+02
  0.23962508E+00 -0.23818657E+02
  0.25674115E+00 -0.23795171E+02
  0.27385723E+00 -0.23770087E+02
  0.29097331E+00 -0.23743409E+02
  0.30808938E+00 -0.23715140E+02
  0.32520546E+00 -0.23685286E+02
  0.34232154E+00 -0.23653850E+02
  0.35943762E+00 -0.23620837E+02
  0.37655369E+00 -0.23586252E+02
  0.39366977E+00 -0.23550099E+02
  0.41078585E+00 -0.23512384E+02
  0.42790192E+00 -0.23473111E+02
  0.44501800E+00 -0.23432286E+02
  0.46213408E+00 -0.23389915E+02
  0.47925015E+00 -0.23346005E+02
  0.49636623E+00 -0.23300563E+02
  0.51348231E+00 -0.23253594E+02
  0.53059838E+00 -0.23205107E+02
  0.54771446E+00 -0.23155109E+02
  0.56483054E+00 -0.23103605E+02
  0.58194662E+00 -0.23050603E+02
  0.59906269E+00 -0.22996108E+02
  0.61617877E+00 -0.22940126E+02
  0.63329485E+00 -0.22882659E+02
  0.65041092E+00 -0.22823713E+02
  0.66752700E+00 -0.22763288E+02
  0.68464308E+00 -0.22701388E+02
  0.70175915E+00 -0.22638013E+02
  0.71887523E+00 -0.22573164E+02
  0.73599131E+00 -0.22506844E+02
  0.75310738E+00 -0.22439053E+02
  0.77022346E+00 -0.22369794E+02
  0.78733954E+00 -0.22299072E+02
  0.80445562E+00 -0.22226890E+02
  0.82157169E+00 -0.22153255E+02
  0.83868777E+00 -0.22078176E+02
  0.85580385E+00 -0.22001663E+02
  0.87291992E+00 -0.21923726E+02
  0.89003600E+00 -0.21844378E+02
  0.90715208E+00 -0.21763632E+02
  0.92426815E+00 -0.21681502E+02
  0.94138423E+00 -0.21598002E+02
  0.95850031E+00 -0.21513144E+02
  0.97561638E+00 -0.21426943E+02
  0.99273246E+00 -0.21339409E+02
  0.10098485E+01 -0.21250554E+02
  0.10269646E+01 -0.21160387E+02
  0.10440807E+01 -0.21068917E+02
  0.10611968E+01 -0.20976151E+02
  0.10783128E+01 -0.20882097E+02
  0.10954289E+01 -0.20786761E+02
  0.11125450E+01 -0.20690153E+02
  0.11296611E+01 -0.20592280E+02
  0.11467772E+01 -0.20493153E+02
  0.11638932E+01 -0.20392783E+02
  0.11810093E+01 -0.20291185E+02
  0.11981254E+01 -0.20188376E+02
  0.12152415E+01 -0.20084376E+02
  0.12323575E+01 -0.19979208E+02
  0.12494736E+01 -0.19872896E+02
  0.12665897E+01 -0.19765470E+02
  0.12837058E+01 -0.19656962E+02
  0.13008218E+01 -0.19547406E+02
  0.13179379E+01 -0.19436843E+02
  0.13350540E+01 -0.19325315E+02
  0.13521701E+01 -0.19212872E+02
  0.13692862E+01 -0.19099569E+02
  0.13864022E+01 -0.18985471E+02
