  0.00000000E+00 -0.30654857E+01
  0.17114103E-01 -0.30647672E+01
  0.34228205E-01 -0.30626089E+01
  0.51342308E-01 -0.30590112E+01
  0.68456410E-01 -0.30539749E+01
  0.85570513E-01 -0.30475012E+01
  0.10268462E+00 -0.30395919E+01
  0.11979872E+00 -0.30302496E+01
  0.13691282E+00 -0.30194777E+01
  0.15402692E+00 -0.30072802E+01
  0.17114103E+00 -0.29936619E+01
  0.18825513E+00 -0.29786279E+01
  0.20536923E+00 -0.29621835E+01
  0.22248333E+00 -0.29443337E+01
  0.23959744E+00 -0.29250829E+01
  0.25671154E+00 -0.29044342E+01
  0.27382564E+00 -0.28823893E+01
  0.29093974E+00 -0.28589483E+01
  0.30805385E+00 -0.28341089E+01
  0.32516795E+00 -0.28078669E+01
  0.34228205E+00 -0.27802161E+01
  0.35939615E+00 -0.27511485E+01
  0.37651026E+00 -0.27206548E+01
  0.39362436E+00 -0.26887249E+01
  0.41073846E+00 -0.26553484E+01
  0.42785256E+00 -0.26205154E+01
  0.44496667E+00 -0.25842169E+01
  0.46208077E+00 -0.25464450E+01
  0.47919487E+00 -0.25071937E+01
  0.49630897E+00 -0.24664583E+01
  0.51342308E+00 -0.24242353E+01
  0.53053718E+00 -0.23805221E+01
  0.54765128E+00 -0.23353161E+01
  0.56476538E+00 -0.22886137E+01
  0.58187949E+00 -0.22404093E+01
  0.59899359E+00 -0.21906944E+01
  0.61610769E+00 -0.21394562E+01
  0.63322179E+00 -0.20866770E+01
  0.65033590E+00 -0.20323336E+01
  0.66745000E+00 -0.19763965E+01
  0.68456410E+00 -0.19188307E+01
  0.70167820E+00 -0.18595954E+01
  0.71879231E+00 -0.17986452E+01
  0.73590641E+00 -0.17359308E+01
  0.75302051E+00 -0.16714012E+01
  0.77013461E+00 -0.16050043E+01
  0.78724872E+00 -0.15366894E+01
  0.80436282E+00 -0.14664084E+01
  0.82147692E+00 -0.13941177E+01
  0.83859102E+00 -0.13197791E+01
  0.85570513E+00 -0.12433612E+01
  0.87281923E+00 -0.11648401E+01
  0.88993333E+00 -0.10841994E+01
  0.90704743E+00 -0.10014306E+01
  0.92416154E+00 -0.91653243E+00
  0.94127564E+00 -0.82951050E+00
  0.95838974E+00 -0.74037638E+00
  0.97550384E+00 -0.64914689E+00
  0.99261795E+00 -0.55584325E+00
  0.10097320E+01 -0.46049043E+00
  0.10268462E+01 -0.36311663E+00
  0.10439603E+01 -0.26375304E+00
  0.10610744E+01 -0.16243381E+00
  0.10781885E+01 -0.59196297E-01
  0.10953026E+01  0.45918458E-01
  0.11124167E+01  0.15286514E+00
  0.11295308E+01  0.26159345E+00
  0.11466449E+01  0.37204743E+00
  0.11637590E+01  0.48416486E+00
  0.11808731E+01  0.59787681E+00
  0.11979872E+01  0.71310747E+00
  0.12151013E+01  0.82977417E+00
  0.12322154E+01  0.94778774E+00
  0.12493295E+01  0.10670530E+01
  0.12664436E+01  0.11874697E+01
  0.12835577E+01  0.13089332E+01
  0.13006718E+01  0.14313355E+01
  0.13177859E+01  0.15545661E+01
  0.13349000E+01  0.16785128E+01
  0.13520141E+01  0.18030615E+01
  0.13691282E+01  0.19280970E+01
  0.13862423E+01  0.20535019E+01
  0.14033564E+01  0.21791556E+01
  0.14204705E+01  0.23049330E+01
  0.14375846E+01  0.24307017E+01
  0.14546987E+01  0.25563191E+01
  0.14718128E+01  0.26816281E+01
  0.14889269E+01  0.28064515E+01
  0.15060410E+01  0.29305847E+01
  0.15231551E+01  0.30537847E+01
  0.15402692E+01  0.31757547E+01
  0.15573833E+01  0.32961200E+01
  0.15744974E+01  0.34143890E+01
  0.15916115E+01  0.35298889E+01
  0.16087256E+01  0.36416548E+01
  0.16258397E+01  0.37482352E+01
  0.16429538E+01  0.38473525E+01
  0.16600679E+01  0.39353556E+01
  0.16771820E+01  0.40065732E+01
  0.16942962E+01  0.40534665E+01
  0.17114103E+01  0.40696130E+01
  0.17285244E+01  0.40548557E+01
  0.17456385E+01  0.40159015E+01
  0.17627526E+01  0.39610682E+01
  0.17798667E+01  0.38967685E+01
  0.17969808E+01  0.38271001E+01
  0.18140949E+01  0.37545455E+01
  0.18312090E+01  0.36806162E+01
  0.18483231E+01  0.36062586E+01
  0.18654372E+01  0.35320858E+01
  0.18825513E+01  0.34585095E+01
  0.18996654E+01  0.33858165E+01
  0.19167795E+01  0.33142134E+01
  0.19338936E+01  0.32438551E+01
  0.19510077E+01  0.31748614E+01
  0.19681218E+01  0.31073290E+01
  0.19852359E+01  0.30413380E+01
  0.20023500E+01  0.29769574E+01
  0.20194641E+01  0.29142478E+01
  0.20365782E+01  0.28532632E+01
  0.20536923E+01  0.27940523E+01
  0.20708064E+01  0.27366588E+01
  0.20879205E+01  0.26811215E+01
  0.21050346E+01  0.26274744E+01
  0.21221487E+01  0.25757460E+01
  0.21392628E+01  0.25259597E+01
  0.21563769E+01  0.24781329E+01
  0.21734910E+01  0.24322774E+01
  0.21906051E+01  0.23883994E+01
  0.22077192E+01  0.23464998E+01
  0.22248333E+01  0.23065750E+01
  0.22419474E+01  0.22686173E+01
  0.22590615E+01  0.22326162E+01
  0.22761756E+01  0.21985594E+01
  0.22932897E+01  0.21664340E+01
  0.23104038E+01  0.21362276E+01
  0.23275179E+01  0.21079294E+01
  0.23446320E+01  0.20815313E+01
  0.23617462E+01  0.20570284E+01
  0.23788603E+01  0.20344200E+01
  0.23959744E+01  0.20137094E+01
  0.24130885E+01  0.19949039E+01
  0.24302026E+01  0.19780146E+01
  0.24473167E+01  0.19630556E+01
  0.24644308E+01  0.19500431E+01
  0.24815449E+01  0.19389946E+01
  0.24986590E+01  0.19299271E+01
  0.25157731E+01  0.19228568E+01
  0.25328872E+01  0.19177972E+01
  0.25500013E+01  0.19147587E+01
  0.25671154E+01  0.19137477E+01
  0.25841515E+01  0.19043366E+01
  0.26011876E+01  0.18768477E+01
  0.26182236E+01  0.18332252E+01
