 written on  8Nov2021 at 22:56:44 
           4
         687
    1    1    1    1    1    1    2    2    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    2    2    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    2    2    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    2    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    2    2    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    2    2    1    1    1    1    1    1
   -9   -5   -1    1    1    0.000016   -0.000000
   -9   -5   -1    2    1   -0.000045    0.000000
   -9   -5   -1    3    1   -0.000150   -0.000000
   -9   -5   -1    4    1    0.000063    0.000000
   -9   -5   -1    1    2   -0.000116    0.000000
   -9   -5   -1    2    2    0.000019   -0.000000
   -9   -5   -1    3    2    0.000043    0.000000
   -9   -5   -1    4    2    0.000094   -0.000000
   -9   -5   -1    1    3   -0.000083   -0.000000
   -9   -5   -1    2    3    0.000018    0.000000
   -9   -5   -1    3    3    0.000019    0.000000
   -9   -5   -1    4    3   -0.000012   -0.000000
   -9   -5   -1    1    4   -0.000092   -0.000000
   -9   -5   -1    2    4    0.000012    0.000000
   -9   -5   -1    3    4    0.000080    0.000000
   -9   -5   -1    4    4    0.000016   -0.000000
   -9   -5    0    1    1   -0.000056   -0.000000
   -9   -5    0    2    1   -0.000075    0.000000
   -9   -5    0    3    1    0.000071    0.000000
   -9   -5    0    4    1   -0.000002    0.000000
   -9   -5    0    1    2    0.000253   -0.000000
   -9   -5    0    2    2   -0.000071    0.000000
   -9   -5    0    3    2   -0.000025   -0.000000
   -9   -5    0    4    2    0.000064   -0.000000
   -9   -5    0    1    3   -0.000083    0.000000
   -9   -5    0    2    3    0.000018   -0.000000
   -9   -5    0    3    3   -0.000071   -0.000000
   -9   -5    0    4    3    0.000010    0.000000
   -9   -5    0    1    4   -0.000092    0.000000
   -9   -5    0    2    4    0.000012   -0.000000
   -9   -5    0    3    4    0.000085   -0.000000
   -9   -5    0    4    4   -0.000056    0.000000
   -9   -5    1    1    1    0.000016   -0.000000
   -9   -5    1    2    1   -0.000045    0.000000
   -9   -5    1    3    1    0.000071    0.000000
   -9   -5    1    4    1   -0.000002   -0.000000
   -9   -5    1    1    2   -0.000116    0.000000
   -9   -5    1    2    2    0.000019    0.000000
   -9   -5    1    3    2   -0.000025    0.000000
   -9   -5    1    4    2    0.000064   -0.000000
   -9   -5    1    1    3    0.000045    0.000000
   -9   -5    1    2    3   -0.000050    0.000000
   -9   -5    1    3    3    0.000019    0.000000
   -9   -5    1    4    3   -0.000012    0.000000
   -9   -5    1    1    4    0.000053   -0.000000
   -9   -5    1    2    4   -0.000093   -0.000000
   -9   -5    1    3    4    0.000080   -0.000000
   -9   -5    1    4    4    0.000016    0.000000
   -9   -4   -1    1    1    0.000016    0.000000
   -9   -4   -1    2    1   -0.000012   -0.000000
   -9   -4   -1    3    1    0.000094   -0.000000
   -9   -4   -1    4    1    0.000063    0.000000
   -9   -4   -1    1    2    0.000080    0.000000
   -9   -4   -1    2    2    0.000019   -0.000000
   -9   -4   -1    3    2    0.000043    0.000000
   -9   -4   -1    4    2   -0.000150   -0.000000
   -9   -4   -1    1    3    0.000012   -0.000000
   -9   -4   -1    2    3    0.000018    0.000000
   -9   -4   -1    3    3    0.000019    0.000000
   -9   -4   -1    4    3   -0.000045   -0.000000
   -9   -4   -1    1    4   -0.000092   -0.000000
   -9   -4   -1    2    4   -0.000083    0.000000
   -9   -4   -1    3    4   -0.000116    0.000000
   -9   -4   -1    4    4    0.000016   -0.000000
   -9   -4    0    1    1   -0.000056   -0.000000
   -9   -4    0    2    1    0.000010    0.000000
   -9   -4    0    3    1    0.000064   -0.000000
   -9   -4    0    4    1   -0.000002    0.000000
   -9   -4    0    1    2    0.000085   -0.000000
   -9   -4    0    2    2   -0.000071    0.000000
   -9   -4    0    3    2   -0.000025   -0.000000
   -9   -4    0    4    2    0.000071    0.000000
   -9   -4    0    1    3    0.000012   -0.000000
   -9   -4    0    2    3    0.000018   -0.000000
   -9   -4    0    3    3   -0.000071   -0.000000
   -9   -4    0    4    3   -0.000075    0.000000
   -9   -4    0    1    4   -0.000092    0.000000
   -9   -4    0    2    4   -0.000083    0.000000
   -9   -4    0    3    4    0.000253   -0.000000
   -9   -4    0    4    4   -0.000056    0.000000
   -9   -4    1    1    1    0.000016   -0.000000
   -9   -4    1    2    1   -0.000012   -0.000000
   -9   -4    1    3    1    0.000064    0.000000
   -9   -4    1    4    1   -0.000002   -0.000000
   -9   -4    1    1    2    0.000080    0.000000
   -9   -4    1    2    2    0.000019   -0.000000
   -9   -4    1    3    2   -0.000025   -0.000000
   -9   -4    1    4    2    0.000071    0.000000
   -9   -4    1    1    3   -0.000093    0.000000
   -9   -4    1    2    3   -0.000050    0.000000
   -9   -4    1    3    3    0.000019    0.000000
   -9   -4    1    4    3   -0.000045   -0.000000
   -9   -4    1    1    4    0.000052    0.000000
   -9   -4    1    2    4    0.000045   -0.000000
   -9   -4    1    3    4   -0.000116   -0.000000
   -9   -4    1    4    4    0.000016   -0.000000
   -9   -3   -1    1    1    0.000081    0.000000
   -9   -3   -1    2    1   -0.000045   -0.000000
   -9   -3   -1    3    1   -0.000150   -0.000000
   -9   -3   -1    4    1    0.000063    0.000000
   -9   -3   -1    1    2   -0.000026    0.000000
   -9   -3   -1    2    2    0.000096   -0.000000
   -9   -3   -1    3    2   -0.000094    0.000000
   -9   -3   -1    4    2    0.000032   -0.000000
   -9   -3   -1    1    3   -0.000047   -0.000000
   -9   -3   -1    2    3    0.000138    0.000000
   -9   -3   -1    3    3    0.000096   -0.000000
   -9   -3   -1    4    3   -0.000091   -0.000000
   -9   -3   -1    1    4   -0.000076   -0.000000
   -9   -3   -1    2    4    0.000012    0.000000
   -9   -3   -1    3    4    0.000080    0.000000
   -9   -3   -1    4    4    0.000081    0.000000
   -9   -3    0    1    1   -0.000122   -0.000000
   -9   -3    0    2    1   -0.000075    0.000000
   -9   -3    0    3    1    0.000071   -0.000000
   -9   -3    0    4    1    0.000077    0.000000
   -9   -3    0    1    2    0.000269   -0.000000
   -9   -3    0    2    2   -0.000105    0.000000
   -9   -3    0    3    2   -0.000124   -0.000000
   -9   -3    0    4    2   -0.000031   -0.000000
   -9   -3    0    1    3   -0.000047   -0.000000
   -9   -3    0    2    3    0.000138   -0.000000
   -9   -3    0    3    3   -0.000105   -0.000000
   -9   -3    0    4    3   -0.000068    0.000000
   -9   -3    0    1    4   -0.000076    0.000000
   -9   -3    0    2    4    0.000012    0.000000
   -9   -3    0    3    4    0.000085   -0.000000
   -9   -3    0    4    4   -0.000122   -0.000000
   -9   -3    1    1    1    0.000081    0.000000
   -9   -3    1    2    1   -0.000045    0.000000
   -9   -3    1    3    1    0.000071   -0.000000
   -9   -3    1    4    1    0.000077   -0.000000
   -9   -3    1    1    2   -0.000026   -0.000000
   -9   -3    1    2    2    0.000096   -0.000000
   -9   -3    1    3    2   -0.000124    0.000000
   -9   -3    1    4    2   -0.000031    0.000000
   -9   -3    1    1    3    0.000030    0.000000
   -9   -3    1    2    3    0.000080    0.000000
   -9   -3    1    3    3    0.000096    0.000000
   -9   -3    1    4    3   -0.000091    0.000000
   -9   -3    1    1    4   -0.000069   -0.000000
   -9   -3    1    2    4   -0.000093   -0.000000
   -9   -3    1    3    4    0.000080   -0.000000
   -9   -3    1    4    4    0.000081   -0.000000
   -8   -6   -1    1    1   -0.000025    0.000000
   -8   -6   -1    2    1    0.000140    0.000000
   -8   -6   -1    3    1   -0.000007   -0.000000
   -8   -6   -1    4    1   -0.000056    0.000000
   -8   -6   -1    1    2    0.000011    0.000000
   -8   -6   -1    2    2   -0.000035   -0.000000
   -8   -6   -1    3    2    0.000083   -0.000000
   -8   -6   -1    4    2    0.000032   -0.000000
   -8   -6   -1    1    3    0.000020    0.000000
   -8   -6   -1    2    3    0.000018    0.000000
   -8   -6   -1    3    3   -0.000035   -0.000000
   -8   -6   -1    4    3   -0.000091   -0.000000
   -8   -6   -1    1    4    0.000100   -0.000000
   -8   -6   -1    2    4   -0.000022   -0.000000
   -8   -6   -1    3    4   -0.000027    0.000000
   -8   -6   -1    4    4   -0.000025   -0.000000
   -8   -6    0    1    1    0.000077   -0.000000
   -8   -6    0    2    1   -0.000012    0.000000
   -8   -6    0    3    1   -0.000046    0.000000
   -8   -6    0    4    1    0.000089    0.000000
   -8   -6    0    1    2   -0.000196   -0.000000
   -8   -6    0    2    2    0.000055    0.000000
   -8   -6    0    3    2   -0.000035   -0.000000
   -8   -6    0    4    2   -0.000031    0.000000
   -8   -6    0    1    3    0.000020    0.000000
   -8   -6    0    2    3    0.000018   -0.000000
   -8   -6    0    3    3    0.000055   -0.000000
   -8   -6    0    4    3   -0.000068    0.000000
   -8   -6    0    1    4    0.000100    0.000000
   -8   -6    0    2    4   -0.000022    0.000000
   -8   -6    0    3    4   -0.000031   -0.000000
   -8   -6    0    4    4    0.000077    0.000000
   -8   -6    1    1    1   -0.000025   -0.000000
   -8   -6    1    2    1    0.000140    0.000000
   -8   -6    1    3    1   -0.000046    0.000000
   -8   -6    1    4    1    0.000089   -0.000000
   -8   -6    1    1    2    0.000011   -0.000000
   -8   -6    1    2    2   -0.000035    0.000000
   -8   -6    1    3    2   -0.000035   -0.000000
   -8   -6    1    4    2   -0.000031   -0.000000
   -8   -6    1    1    3    0.000155   -0.000000
   -8   -6    1    2    3   -0.000073    0.000000
   -8   -6    1    3    3   -0.000035    0.000000
   -8   -6    1    4    3   -0.000091    0.000000
   -8   -6    1    1    4    0.000048   -0.000000
   -8   -6    1    2    4   -0.000076   -0.000000
   -8   -6    1    3    4   -0.000027   -0.000000
   -8   -6    1    4    4   -0.000025    0.000000
   -8   -5   -1    1    1   -0.000044    0.000000
   -8   -5   -1    2    1   -0.000091   -0.000000
   -8   -5   -1    3    1    0.000032   -0.000000
